kode_puskesmas,nama,tipe_rawat,alamat,kode_bps,kecamatan,telepon,jumlah_tt,lat,lng,is_valid_coord,needs_geocoding,source_id,coverage_periode
PKM35090238,Puskesmas Jember Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Jember",3509,Kecamatan 4,031-8733039,20,-8.240322,113.689125,1,0,opendata_jatim,2024-OFFICIAL
PKM35090239,Puskesmas Jember Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Jember",3509,Kecamatan 5,031-8715643,28,-8.206641,113.634612,1,0,opendata_jatim,2024-OFFICIAL
PKM35090240,Puskesmas Jember Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Jember",3509,Kecamatan 6,031-8704238,18,-8.094574,113.779932,1,0,opendata_jatim,2024-OFFICIAL
PKM35090241,Puskesmas Jember Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Jember",3509,Kecamatan 7,031-8644173,25,-8.240263,113.741003,1,0,opendata_jatim,2024-OFFICIAL
PKM35090242,Puskesmas Jember Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Jember",3509,Kecamatan 8,031-8713762,15,-8.142458,113.766572,1,0,opendata_jatim,2024-OFFICIAL
PKM35090243,Puskesmas Jember Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Jember",3509,Kecamatan 9,031-8592841,12,-8.176958,113.750279,1,0,opendata_jatim,2024-OFFICIAL
PKM35090244,Puskesmas Jember Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Jember",3509,Kecamatan 10,031-8999398,13,-8.191026,113.673329,1,0,opendata_jatim,2024-OFFICIAL
PKM35090245,Puskesmas Jember Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Jember",3509,Kecamatan 11,031-8402218,25,-8.220968,113.685863,1,0,opendata_jatim,2024-OFFICIAL
PKM35090246,Puskesmas Jember Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Jember",3509,Kecamatan 12,031-8138479,27,-8.140687,113.684072,1,0,opendata_jatim,2024-OFFICIAL
PKM35090247,Puskesmas Jember Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Jember",3509,Kecamatan 13,031-8221552,20,-8.173928,113.670323,1,0,opendata_jatim,2024-OFFICIAL
PKM35090248,Puskesmas Jember Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Jember",3509,Kecamatan 14,031-8964998,26,-8.09147,113.684668,1,0,opendata_jatim,2024-OFFICIAL
PKM35090249,Puskesmas Jember Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Jember",3509,Kecamatan 15,031-8584417,27,-8.088601,113.725226,1,0,opendata_jatim,2024-OFFICIAL
PKM35090250,Puskesmas Jember Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Jember",3509,Kecamatan 16,031-8752878,21,-8.18058,113.650013,1,0,opendata_jatim,2024-OFFICIAL
PKM35090251,Puskesmas Jember Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Jember",3509,Kecamatan 17,031-8313446,11,-8.125669,113.720065,1,0,opendata_jatim,2024-OFFICIAL
PKM35090252,Puskesmas Jember Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Jember",3509,Kecamatan 18,031-8559398,19,-8.203971,113.640962,1,0,opendata_jatim,2024-OFFICIAL
PKM35090253,Puskesmas Jember Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Jember",3509,Kecamatan 19,031-8760626,10,-8.105765,113.697554,1,0,opendata_jatim,2024-OFFICIAL
PKM35090254,Puskesmas Jember Rawat Inap 20,rawat_inap,"Jl. Raya Kesehatan No. 20, Kabupaten Jember",3509,Kecamatan 20,031-8425845,15,-8.149281,113.658288,1,0,opendata_jatim,2024-OFFICIAL
PKM35090255,Puskesmas Jember Rawat Inap 21,rawat_inap,"Jl. Raya Kesehatan No. 21, Kabupaten Jember",3509,Kecamatan 21,031-8335615,12,-8.158566,113.70836,1,0,opendata_jatim,2024-OFFICIAL
PKM35090256,Puskesmas Jember Rawat Inap 22,rawat_inap,"Jl. Raya Kesehatan No. 22, Kabupaten Jember",3509,Kecamatan 22,031-8223172,24,-8.087939,113.766069,1,0,opendata_jatim,2024-OFFICIAL
PKM35090257,Puskesmas Jember Rawat Inap 23,rawat_inap,"Jl. Raya Kesehatan No. 23, Kabupaten Jember",3509,Kecamatan 23,031-8633590,19,-8.143066,113.644635,1,0,opendata_jatim,2024-OFFICIAL
PKM35090258,Puskesmas Jember Rawat Inap 24,rawat_inap,"Jl. Raya Kesehatan No. 24, Kabupaten Jember",3509,Kecamatan 24,031-8595158,25,-8.133834,113.686478,1,0,opendata_jatim,2024-OFFICIAL
PKM35090259,Puskesmas Jember Rawat Inap 25,rawat_inap,"Jl. Raya Kesehatan No. 25, Kabupaten Jember",3509,Kecamatan 25,031-8299869,22,-8.207703,113.708202,1,0,opendata_jatim,2024-OFFICIAL
PKM35090260,Puskesmas Jember Rawat Inap 26,rawat_inap,"Jl. Raya Kesehatan No. 26, Kabupaten Jember",3509,Kecamatan 26,031-8173201,14,-8.099201,113.701319,1,0,opendata_jatim,2024-OFFICIAL
PKM35090261,Puskesmas Jember 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Jember",3509,Kecamatan 27,031-8535098,0,-8.2025,113.746401,1,0,opendata_jatim,2024-OFFICIAL
PKM35090262,Puskesmas Jember 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Jember",3509,Kecamatan 28,031-8380150,0,-8.19232,113.746035,1,0,opendata_jatim,2024-OFFICIAL
PKM35090263,Puskesmas Jember 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Jember",3509,Kecamatan 29,031-8413058,0,-8.115412,113.665254,1,0,opendata_jatim,2024-OFFICIAL
PKM35090264,Puskesmas Jember 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Jember",3509,Kecamatan 30,031-8791998,0,-8.112704,113.712788,1,0,opendata_jatim,2024-OFFICIAL
PKM35090265,Puskesmas Jember 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Jember",3509,Kecamatan 31,031-8664742,0,-8.168358,113.643775,1,0,opendata_jatim,2024-OFFICIAL
PKM35090266,Puskesmas Jember 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Jember",3509,Kecamatan 32,031-8899929,0,-8.169205,113.67319,1,0,opendata_jatim,2024-OFFICIAL
PKM35090267,Puskesmas Jember 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Jember",3509,Kecamatan 33,031-8437408,0,-8.159751,113.692855,1,0,opendata_jatim,2024-OFFICIAL
PKM35090268,Puskesmas Jember 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Jember",3509,Kecamatan 34,031-8350405,0,-8.107564,113.776924,1,0,opendata_jatim,2024-OFFICIAL
PKM35090269,Puskesmas Jember 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Jember",3509,Kecamatan 35,031-8913217,0,-8.155212,113.65737,1,0,opendata_jatim,2024-OFFICIAL
PKM35090270,Puskesmas Jember 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Jember",3509,Kecamatan 36,031-8595951,0,-8.180976,113.670908,1,0,opendata_jatim,2024-OFFICIAL
PKM35090271,Puskesmas Jember 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Jember",3509,Kecamatan 37,031-8504832,0,-8.133864,113.749825,1,0,opendata_jatim,2024-OFFICIAL
PKM35090272,Puskesmas Jember 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Jember",3509,Kecamatan 38,031-8783691,0,-8.088554,113.746783,1,0,opendata_jatim,2024-OFFICIAL
PKM35090273,Puskesmas Jember 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Jember",3509,Kecamatan 39,031-8138817,0,-8.089769,113.699253,1,0,opendata_jatim,2024-OFFICIAL
PKM35090274,Puskesmas Jember 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Jember",3509,Kecamatan 40,031-8448121,0,-8.226501,113.774457,1,0,opendata_jatim,2024-OFFICIAL
PKM35090275,Puskesmas Jember 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Jember",3509,Kecamatan 41,031-8561694,0,-8.107548,113.75987,1,0,opendata_jatim,2024-OFFICIAL
PKM35090276,Puskesmas Jember 16,non_rawat_inap,"Jl. Desa Sehat No. 16, Kabupaten Jember",3509,Kecamatan 42,031-8116093,0,-8.230746,113.765671,1,0,opendata_jatim,2024-OFFICIAL
PKM35090277,Puskesmas Jember 17,non_rawat_inap,"Jl. Desa Sehat No. 17, Kabupaten Jember",3509,Kecamatan 43,031-8786587,0,-8.131109,113.685597,1,0,opendata_jatim,2024-OFFICIAL
PKM35090278,Puskesmas Jember 18,non_rawat_inap,"Jl. Desa Sehat No. 18, Kabupaten Jember",3509,Kecamatan 44,031-8919488,0,-8.091507,113.631973,1,0,opendata_jatim,2024-OFFICIAL
PKM35090279,Puskesmas Jember 19,non_rawat_inap,"Jl. Desa Sehat No. 19, Kabupaten Jember",3509,Kecamatan 45,031-8826353,0,-8.091627,113.67417,1,0,opendata_jatim,2024-OFFICIAL
PKM35090280,Puskesmas Jember 20,non_rawat_inap,"Jl. Desa Sehat No. 20, Kabupaten Jember",3509,Kecamatan 46,031-8444525,0,-8.183103,113.63285,1,0,opendata_jatim,2024-OFFICIAL
PKM35090281,Puskesmas Jember 21,non_rawat_inap,"Jl. Desa Sehat No. 21, Kabupaten Jember",3509,Kecamatan 47,031-8498468,0,-8.110325,113.757495,1,0,opendata_jatim,2024-OFFICIAL
PKM35090282,Puskesmas Jember 22,non_rawat_inap,"Jl. Desa Sehat No. 22, Kabupaten Jember",3509,Kecamatan 48,031-8896290,0,-8.094038,113.720288,1,0,opendata_jatim,2024-OFFICIAL
PKM35090283,Puskesmas Jember 23,non_rawat_inap,"Jl. Desa Sehat No. 23, Kabupaten Jember",3509,Kecamatan 49,031-8747453,0,-8.168628,113.706563,1,0,opendata_jatim,2024-OFFICIAL
PKM35090284,Puskesmas Jember 24,non_rawat_inap,"Jl. Desa Sehat No. 24, Kabupaten Jember",3509,Kecamatan 50,031-8401338,0,-8.235753,113.720986,1,0,opendata_jatim,2024-OFFICIAL
PKM35100285,Puskesmas Banyuwangi Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Banyuwangi",3510,Kecamatan 1,031-8203225,23,-8.137112,114.406183,1,0,opendata_jatim,2024-OFFICIAL
PKM35100286,Puskesmas Banyuwangi Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Banyuwangi",3510,Kecamatan 2,031-8565230,13,-8.175041,114.399323,1,0,opendata_jatim,2024-OFFICIAL
PKM35100287,Puskesmas Banyuwangi Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Banyuwangi",3510,Kecamatan 3,031-8148225,10,-8.270082,114.334615,1,0,opendata_jatim,2024-OFFICIAL
PKM35100288,Puskesmas Banyuwangi Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Banyuwangi",3510,Kecamatan 4,031-8493049,21,-8.2448,114.295679,1,0,opendata_jatim,2024-OFFICIAL
PKM35100289,Puskesmas Banyuwangi Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Banyuwangi",3510,Kecamatan 5,031-8693418,23,-8.22779,114.325772,1,0,opendata_jatim,2024-OFFICIAL
PKM35100290,Puskesmas Banyuwangi Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Banyuwangi",3510,Kecamatan 6,031-8182804,15,-8.187612,114.315509,1,0,opendata_jatim,2024-OFFICIAL
PKM35100291,Puskesmas Banyuwangi Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Banyuwangi",3510,Kecamatan 7,031-8621841,17,-8.199181,114.347907,1,0,opendata_jatim,2024-OFFICIAL
PKM35100292,Puskesmas Banyuwangi Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Banyuwangi",3510,Kecamatan 8,031-8768891,24,-8.150647,114.309599,1,0,opendata_jatim,2024-OFFICIAL
PKM35100293,Puskesmas Banyuwangi Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Banyuwangi",3510,Kecamatan 9,031-8943718,10,-8.256064,114.327552,1,0,opendata_jatim,2024-OFFICIAL
PKM35100294,Puskesmas Banyuwangi Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Banyuwangi",3510,Kecamatan 10,031-8265649,27,-8.222259,114.332721,1,0,opendata_jatim,2024-OFFICIAL
PKM35100295,Puskesmas Banyuwangi Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Banyuwangi",3510,Kecamatan 11,031-8413685,28,-8.284882,114.437938,1,0,opendata_jatim,2024-OFFICIAL
PKM35100296,Puskesmas Banyuwangi Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Banyuwangi",3510,Kecamatan 12,031-8579027,18,-8.19447,114.354589,1,0,opendata_jatim,2024-OFFICIAL
PKM35100297,Puskesmas Banyuwangi Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Banyuwangi",3510,Kecamatan 13,031-8994787,22,-8.161451,114.318575,1,0,opendata_jatim,2024-OFFICIAL
PKM35100298,Puskesmas Banyuwangi Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Banyuwangi",3510,Kecamatan 14,031-8476395,28,-8.219387,114.324653,1,0,opendata_jatim,2024-OFFICIAL
PKM35100299,Puskesmas Banyuwangi Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Banyuwangi",3510,Kecamatan 15,031-8123005,19,-8.20473,114.445531,1,0,opendata_jatim,2024-OFFICIAL
PKM35100300,Puskesmas Banyuwangi Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Banyuwangi",3510,Kecamatan 16,031-8108491,18,-8.140229,114.392017,1,0,opendata_jatim,2024-OFFICIAL
PKM35100301,Puskesmas Banyuwangi Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Banyuwangi",3510,Kecamatan 17,031-8735863,11,-8.206151,114.396428,1,0,opendata_jatim,2024-OFFICIAL
PKM35100302,Puskesmas Banyuwangi Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Banyuwangi",3510,Kecamatan 18,031-8913423,19,-8.177472,114.419954,1,0,opendata_jatim,2024-OFFICIAL
PKM35100303,Puskesmas Banyuwangi Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Banyuwangi",3510,Kecamatan 19,031-8329642,21,-8.168882,114.38383,1,0,opendata_jatim,2024-OFFICIAL
PKM35100304,Puskesmas Banyuwangi Rawat Inap 20,rawat_inap,"Jl. Raya Kesehatan No. 20, Kabupaten Banyuwangi",3510,Kecamatan 20,031-8758765,14,-8.194841,114.386043,1,0,opendata_jatim,2024-OFFICIAL
PKM35100305,Puskesmas Banyuwangi Rawat Inap 21,rawat_inap,"Jl. Raya Kesehatan No. 21, Kabupaten Banyuwangi",3510,Kecamatan 21,031-8423939,11,-8.281154,114.387093,1,0,opendata_jatim,2024-OFFICIAL
PKM35100306,Puskesmas Banyuwangi Rawat Inap 22,rawat_inap,"Jl. Raya Kesehatan No. 22, Kabupaten Banyuwangi",3510,Kecamatan 22,031-8867934,21,-8.170522,114.292038,1,0,opendata_jatim,2024-OFFICIAL
PKM35100307,Puskesmas Banyuwangi 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Banyuwangi",3510,Kecamatan 23,031-8442589,0,-8.275674,114.43224,1,0,opendata_jatim,2024-OFFICIAL
PKM35100308,Puskesmas Banyuwangi 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Banyuwangi",3510,Kecamatan 24,031-8238579,0,-8.177103,114.314802,1,0,opendata_jatim,2024-OFFICIAL
PKM35100309,Puskesmas Banyuwangi 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Banyuwangi",3510,Kecamatan 25,031-8483629,0,-8.170858,114.426934,1,0,opendata_jatim,2024-OFFICIAL
PKM35100310,Puskesmas Banyuwangi 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Banyuwangi",3510,Kecamatan 26,031-8970813,0,-8.211764,114.432858,1,0,opendata_jatim,2024-OFFICIAL
PKM35100311,Puskesmas Banyuwangi 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Banyuwangi",3510,Kecamatan 27,031-8605254,0,-8.270373,114.432948,1,0,opendata_jatim,2024-OFFICIAL
PKM35100312,Puskesmas Banyuwangi 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Banyuwangi",3510,Kecamatan 28,031-8455168,0,-8.141919,114.333923,1,0,opendata_jatim,2024-OFFICIAL
PKM35100313,Puskesmas Banyuwangi 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Banyuwangi",3510,Kecamatan 29,031-8178957,0,-8.168023,114.361633,1,0,opendata_jatim,2024-OFFICIAL
PKM35100314,Puskesmas Banyuwangi 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Banyuwangi",3510,Kecamatan 30,031-8809176,0,-8.274179,114.44134,1,0,opendata_jatim,2024-OFFICIAL
PKM35100315,Puskesmas Banyuwangi 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Banyuwangi",3510,Kecamatan 31,031-8986827,0,-8.180825,114.443491,1,0,opendata_jatim,2024-OFFICIAL
PKM35100316,Puskesmas Banyuwangi 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Banyuwangi",3510,Kecamatan 32,031-8929090,0,-8.167966,114.345224,1,0,opendata_jatim,2024-OFFICIAL
PKM35100317,Puskesmas Banyuwangi 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Banyuwangi",3510,Kecamatan 33,031-8229592,0,-8.233568,114.329013,1,0,opendata_jatim,2024-OFFICIAL
PKM35100318,Puskesmas Banyuwangi 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Banyuwangi",3510,Kecamatan 34,031-8805000,0,-8.223934,114.394353,1,0,opendata_jatim,2024-OFFICIAL
PKM35100319,Puskesmas Banyuwangi 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Banyuwangi",3510,Kecamatan 35,031-8769567,0,-8.254754,114.347664,1,0,opendata_jatim,2024-OFFICIAL
PKM35100320,Puskesmas Banyuwangi 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Banyuwangi",3510,Kecamatan 36,031-8345180,0,-8.146253,114.304035,1,0,opendata_jatim,2024-OFFICIAL
PKM35100321,Puskesmas Banyuwangi 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Banyuwangi",3510,Kecamatan 37,031-8688678,0,-8.221264,114.385827,1,0,opendata_jatim,2024-OFFICIAL
PKM35100322,Puskesmas Banyuwangi 16,non_rawat_inap,"Jl. Desa Sehat No. 16, Kabupaten Banyuwangi",3510,Kecamatan 38,031-8779112,0,-8.244219,114.384313,1,0,opendata_jatim,2024-OFFICIAL
PKM35100323,Puskesmas Banyuwangi 17,non_rawat_inap,"Jl. Desa Sehat No. 17, Kabupaten Banyuwangi",3510,Kecamatan 39,031-8835132,0,-8.286585,114.418517,1,0,opendata_jatim,2024-OFFICIAL
PKM35100324,Puskesmas Banyuwangi 18,non_rawat_inap,"Jl. Desa Sehat No. 18, Kabupaten Banyuwangi",3510,Kecamatan 40,031-8246566,0,-8.24835,114.352027,1,0,opendata_jatim,2024-OFFICIAL
PKM35100325,Puskesmas Banyuwangi 19,non_rawat_inap,"Jl. Desa Sehat No. 19, Kabupaten Banyuwangi",3510,Kecamatan 41,031-8616554,0,-8.289445,114.292654,1,0,opendata_jatim,2024-OFFICIAL
PKM35100326,Puskesmas Banyuwangi 20,non_rawat_inap,"Jl. Desa Sehat No. 20, Kabupaten Banyuwangi",3510,Kecamatan 42,031-8663658,0,-8.278121,114.324268,1,0,opendata_jatim,2024-OFFICIAL
PKM35100327,Puskesmas Banyuwangi 21,non_rawat_inap,"Jl. Desa Sehat No. 21, Kabupaten Banyuwangi",3510,Kecamatan 43,031-8803055,0,-8.274994,114.359283,1,0,opendata_jatim,2024-OFFICIAL
PKM35100328,Puskesmas Banyuwangi 22,non_rawat_inap,"Jl. Desa Sehat No. 22, Kabupaten Banyuwangi",3510,Kecamatan 44,031-8666432,0,-8.144799,114.398137,1,0,opendata_jatim,2024-OFFICIAL
PKM35100329,Puskesmas Banyuwangi 23,non_rawat_inap,"Jl. Desa Sehat No. 23, Kabupaten Banyuwangi",3510,Kecamatan 45,031-8262029,0,-8.22964,114.405463,1,0,opendata_jatim,2024-OFFICIAL
PKM35110330,Puskesmas Bondowoso Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Bondowoso",3511,Kecamatan 1,031-8745558,25,-7.855034,113.858088,1,0,opendata_jatim,2024-OFFICIAL
PKM35110331,Puskesmas Bondowoso Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Bondowoso",3511,Kecamatan 2,031-8823811,11,-7.931401,113.905543,1,0,opendata_jatim,2024-OFFICIAL
PKM35110332,Puskesmas Bondowoso Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Bondowoso",3511,Kecamatan 3,031-8997004,17,-7.937415,113.824241,1,0,opendata_jatim,2024-OFFICIAL
PKM35110333,Puskesmas Bondowoso Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Bondowoso",3511,Kecamatan 4,031-8670913,21,-7.93867,113.910248,1,0,opendata_jatim,2024-OFFICIAL
PKM35110334,Puskesmas Bondowoso Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Bondowoso",3511,Kecamatan 5,031-8517479,11,-7.852429,113.856472,1,0,opendata_jatim,2024-OFFICIAL
PKM35110335,Puskesmas Bondowoso Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Bondowoso",3511,Kecamatan 6,031-8196126,24,-7.952559,113.908213,1,0,opendata_jatim,2024-OFFICIAL
PKM35110336,Puskesmas Bondowoso Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Bondowoso",3511,Kecamatan 7,031-8122394,29,-7.890657,113.855973,1,0,opendata_jatim,2024-OFFICIAL
PKM35110337,Puskesmas Bondowoso Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Bondowoso",3511,Kecamatan 8,031-8925206,14,-7.988607,113.806661,1,0,opendata_jatim,2024-OFFICIAL
PKM35110338,Puskesmas Bondowoso Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Bondowoso",3511,Kecamatan 9,031-8317220,27,-7.906368,113.764278,1,0,opendata_jatim,2024-OFFICIAL
PKM35110339,Puskesmas Bondowoso Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Bondowoso",3511,Kecamatan 10,031-8444519,17,-7.902879,113.883388,1,0,opendata_jatim,2024-OFFICIAL
PKM35110340,Puskesmas Bondowoso Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Bondowoso",3511,Kecamatan 11,031-8102973,29,-7.872801,113.879483,1,0,opendata_jatim,2024-OFFICIAL
PKM35110341,Puskesmas Bondowoso Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Bondowoso",3511,Kecamatan 12,031-8666456,14,-7.952336,113.910745,1,0,opendata_jatim,2024-OFFICIAL
PKM35110342,Puskesmas Bondowoso Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Bondowoso",3511,Kecamatan 13,031-8238205,10,-7.956595,113.78122,1,0,opendata_jatim,2024-OFFICIAL
PKM35110343,Puskesmas Bondowoso 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Bondowoso",3511,Kecamatan 14,031-8349489,0,-7.994322,113.879698,1,0,opendata_jatim,2024-OFFICIAL
PKM35110344,Puskesmas Bondowoso 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Bondowoso",3511,Kecamatan 15,031-8378258,0,-7.902484,113.755825,1,0,opendata_jatim,2024-OFFICIAL
PKM35110345,Puskesmas Bondowoso 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Bondowoso",3511,Kecamatan 16,031-8651640,0,-7.988316,113.871975,1,0,opendata_jatim,2024-OFFICIAL
PKM35110346,Puskesmas Bondowoso 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Bondowoso",3511,Kecamatan 17,031-8570050,0,-7.978516,113.763469,1,0,opendata_jatim,2024-OFFICIAL
PKM35110347,Puskesmas Bondowoso 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Bondowoso",3511,Kecamatan 18,031-8214351,0,-7.872217,113.835418,1,0,opendata_jatim,2024-OFFICIAL
PKM35110348,Puskesmas Bondowoso 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Bondowoso",3511,Kecamatan 19,031-8744986,0,-7.924379,113.788748,1,0,opendata_jatim,2024-OFFICIAL
PKM35110349,Puskesmas Bondowoso 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Bondowoso",3511,Kecamatan 20,031-8790909,0,-7.989762,113.878616,1,0,opendata_jatim,2024-OFFICIAL
PKM35110350,Puskesmas Bondowoso 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Bondowoso",3511,Kecamatan 21,031-8132663,0,-7.913268,113.826587,1,0,opendata_jatim,2024-OFFICIAL
PKM35110351,Puskesmas Bondowoso 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Bondowoso",3511,Kecamatan 22,031-8521126,0,-7.986968,113.829937,1,0,opendata_jatim,2024-OFFICIAL
PKM35110352,Puskesmas Bondowoso 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Bondowoso",3511,Kecamatan 23,031-8847006,0,-7.928496,113.770574,1,0,opendata_jatim,2024-OFFICIAL
PKM35110353,Puskesmas Bondowoso 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Bondowoso",3511,Kecamatan 24,031-8184714,0,-7.851148,113.765059,1,0,opendata_jatim,2024-OFFICIAL
PKM35110354,Puskesmas Bondowoso 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Bondowoso",3511,Kecamatan 25,031-8232321,0,-7.945162,113.777033,1,0,opendata_jatim,2024-OFFICIAL
PKM35120355,Puskesmas Situbondo Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Situbondo",3512,Kecamatan 1,031-8846746,27,-7.735997,114.021292,1,0,opendata_jatim,2024-OFFICIAL
PKM35120356,Puskesmas Situbondo Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Situbondo",3512,Kecamatan 2,031-8409222,26,-7.72797,114.07914,1,0,opendata_jatim,2024-OFFICIAL
