kode_bps,nama_wilayah,tahun,triwulan,tipe_pelayanan,nama_penyakit,kode_icd10,jumlah_pasien,status_kasus,sumber_data,coverage_periode
3520,Kabupaten Magetan,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,392,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,176,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,383,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,626,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,704,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_inap,Pneumonia,J18,147,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_jalan,Demam Tifoid,A01,172,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,196,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,338,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1279,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,390,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,294,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,580,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1007,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,455,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_inap,Pneumonia,J18,183,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_jalan,Demam Tifoid,A01,187,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,133,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,529,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,833,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,236,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,131,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,450,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,594,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,635,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_inap,Pneumonia,J18,116,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_jalan,Demam Tifoid,A01,141,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,183,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3520,Kabupaten Magetan,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,380,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1013,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,470,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,259,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,658,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,746,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,587,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_inap,Pneumonia,J18,280,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_jalan,Demam Tifoid,A01,216,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,284,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,433,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,930,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,337,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,223,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,544,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1226,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,614,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_inap,Pneumonia,J18,114,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_jalan,Demam Tifoid,A01,250,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,379,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,451,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1079,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,329,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,242,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,857,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1053,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,563,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_inap,Pneumonia,J18,275,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_jalan,Demam Tifoid,A01,251,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,197,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,324,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1179,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,163,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,378,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,751,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1006,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,471,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_inap,Pneumonia,J18,107,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_jalan,Demam Tifoid,A01,277,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,240,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3521,Kabupaten Ngawi,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,436,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1639,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,669,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,311,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,1060,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,2000,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,766,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_inap,Pneumonia,J18,195,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_jalan,Demam Tifoid,A01,475,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,217,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,881,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1818,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,567,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,360,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,594,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1672,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,1173,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_inap,Pneumonia,J18,206,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_jalan,Demam Tifoid,A01,384,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,262,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,975,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1674,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,694,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,213,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,848,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1633,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,1161,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_inap,Pneumonia,J18,236,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_jalan,Demam Tifoid,A01,433,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,349,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,956,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1299,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,717,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,279,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,1372,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1363,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,1219,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_inap,Pneumonia,J18,217,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_jalan,Demam Tifoid,A01,369,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,554,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3522,Kabupaten Bojonegoro,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,1179,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1720,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,210,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,451,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,1024,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,982,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,597,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_inap,Pneumonia,J18,382,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_jalan,Demam Tifoid,A01,243,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,321,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,593,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1178,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,199,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,521,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,889,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,2153,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,1249,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_inap,Pneumonia,J18,395,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_jalan,Demam Tifoid,A01,575,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,303,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,598,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,995,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,587,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,348,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,501,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,951,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,732,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_inap,Pneumonia,J18,331,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_jalan,Demam Tifoid,A01,556,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,502,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,828,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1781,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,526,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,125,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,877,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1192,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,1132,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_inap,Pneumonia,J18,356,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_jalan,Demam Tifoid,A01,582,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,346,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3523,Kabupaten Tuban,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,681,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,2547,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,683,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,451,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,1406,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,2160,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,875,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_inap,Pneumonia,J18,323,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_jalan,Demam Tifoid,A01,549,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3524,Kabupaten Lamongan,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,349,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
